id_student,id_courses,grade
109,8,10.9
109,9,13.23
109,10,8.48
109,11,15.57
109,12,10.84
109,13,10.8
109,14,10.11
109,15,11.16
109,16,12.02
109,17,7.84
109,18,12.94
109,19,10.64
109,20,11.86
109,21,8.65
109,22,18.45
109,23,7.85
109,24,16.23
109,25,7.31
109,26,14.53
109,27,11.7
109,28,15.85
109,29,9.51
109,30,8.19
110,1,7.03
110,2,9.09
110,3,12.56
110,4,12.11
110,5,14.71
110,6,12.77
110,7,10.12
110,8,13.04
110,9,11.32
110,10,7.97
110,11,12.1
110,12,16.41
110,13,15.87
110,14,10.05
110,15,17.5
110,16,10.26
110,17,11.3
110,18,8.9
110,19,15.33
110,20,13.53
110,21,9.44
110,22,15.67
110,23,9.17
110,24,5.45
110,25,4.76
110,26,13.34
110,27,15.32
110,28,9.95
110,29,11.53
110,30,9.8
111,1,7.21
111,2,13.33
111,3,14.68
111,4,15.09
111,5,13.12
111,6,12.19
111,7,14.13
111,8,10.21
111,9,14.7
111,10,10.23
111,11,10.24
111,12,7.58
111,13,15.26
111,14,14.13
111,15,14.45
111,16,16.16
111,17,13.82
111,18,7.13
111,19,8.38
111,20,10.86
111,21,17.21
111,22,13.8
111,23,18.02
111,24,12.56
111,25,8.04
111,26,13.88
111,27,9.32
111,28,15.03
111,29,13.84
111,30,11.8
112,1,8.72
112,2,11.28
112,3,13.57
112,4,16.01
112,5,13.36
112,6,8.33
112,7,11.66
112,8,12.43
112,9,11.14
112,10,16.47
112,11,9.92
112,12,13.71
112,13,7.11
112,14,13.71
112,15,3.8
112,16,15.02
112,17,8.38
112,18,10.84
112,19,8.57
112,20,15.31
112,21,8.21
112,22,11.85
112,23,6.89
112,24,13.66
112,25,14.88
112,26,11.35
112,27,10.24
112,28,8.61
112,29,8.73
112,30,15.48
113,1,17.14
113,2,13.38
113,3,10.24
113,4,13.66
113,5,6.41
113,6,12.94
113,7,11.83
113,8,13.98
113,9,12.05
113,10,9.03
113,11,11.93
113,12,9.95
113,13,8.12
113,14,11.63
113,15,13.29
113,16,12.17
113,17,3.92
113,18,13.1
113,19,11.23
113,20,14.27
113,21,12.63
113,22,9.11
113,23,11.98
113,24,9.47
113,25,6.32
113,26,10.47
113,27,13.64
113,28,10.57
113,29,13.48
113,30,6.09
114,1,12.77
114,2,10.11
114,3,11.15
114,4,13.42
114,5,9.4
114,6,6.23
114,7,13.39
114,8,13.74
114,9,11.76
114,10,7.9
114,11,7.86
114,12,11.22
114,13,11.65
114,14,14.38
114,15,10.09
114,16,8.41
114,17,10.07
114,18,12.19
114,19,7.01
114,20,11.96
114,21,15.89
114,22,13.4
114,23,9.97
114,24,9.5
114,25,8.49
114,26,12.85
114,27,6.63
114,28,9.35
114,29,10.7
114,30,15.66
115,1,11.86
115,2,11.86
115,3,4.9
115,4,14.97
115,5,11.06
115,6,9.75
115,7,6.34
115,8,12.11
115,9,8.9
115,10,12.2
115,11,12.61
115,12,10.93
115,13,9.46
115,14,10.29
115,15,14.07
115,16,11.03
115,17,12.24
115,18,10.52
115,19,13.56
115,20,15.54
115,21,13.34
115,22,9.03
115,23,9.53
115,24,12.59
115,25,14.89
115,26,18.77
115,27,13.57
115,28,12.44
115,29,14.01
115,30,18.35
116,1,9.94
116,2,17.47
116,3,7.24
116,4,15.29
116,5,10.79
116,6,7.08
116,7,10.53
116,8,11.55
116,9,11.93
116,10,18.16
116,11,9.52
116,12,11.44
116,13,16.32
116,14,14.65
116,15,12.14
116,16,11.9
116,17,10.8
116,18,14.25
116,19,12.32
116,20,16.6
116,21,16.04
116,22,14.7
116,23,11.63
116,24,10.05
116,25,16.88
116,26,11.28
116,27,10.43
116,28,12.2
116,29,10.71
116,30,14.85
117,1,12.4
117,2,9.99
117,3,7.32
117,4,13.44
117,5,9.46
117,6,13.21
117,7,18.6
117,8,14.25
117,9,15.38
117,10,16.58
117,11,14.46
117,12,10.11
117,13,20.0
117,14,7.23
117,15,8.91
117,16,13.45
117,17,12.81
117,18,14.02
117,19,7.5
117,20,14.61
117,21,15.82
117,22,13.25
117,23,9.78
117,24,11.47
117,25,5.61
117,26,15.35
117,27,11.94
117,28,14.05
117,29,14.56
117,30,11.93
118,1,13.07
118,2,15.67
118,3,10.83
118,4,14.72
118,5,6.98
118,6,11.38
118,7,14.86
118,8,8.57
118,9,12.83
118,10,14.32
118,11,15.93
118,12,7.28
118,13,8.34
118,14,8.82
118,15,12.04
118,16,14.4
118,17,9.22
118,18,8.72
118,19,11.17
118,20,11.81
118,21,12.67
118,22,12.87
118,23,12.49
118,24,9.18
118,25,10.74
118,26,5.08
118,27,14.96
118,28,13.4
118,29,12.9
118,30,12.2
119,1,14.53
119,2,9.81
119,3,13.05
119,4,11.86
119,5,5.05
119,6,12.01
119,7,8.01
119,8,13.37
119,9,16.85
119,10,13.23
119,11,10.57
119,12,12.37
119,13,12.1
119,14,9.87
119,15,15.83
119,16,13.8
119,17,12.42
119,18,12.5
119,19,16.08
119,20,8.39
119,21,11.02
119,22,10.37
119,23,14.15
119,24,7.07
119,25,18.78
119,26,10.89
119,27,12.96
119,28,8.43
119,29,9.5
119,30,7.96
120,1,10.03
120,2,18.69
120,3,10.53
120,4,10.88
120,5,8.91
120,6,13.08
120,7,11.18
120,8,12.03
120,9,9.4
120,10,11.59
120,11,13.28
120,12,10.68
120,13,9.77
120,14,15.91
120,15,16.86
120,16,13.25
120,17,9.49
120,18,14.58
120,19,11.11
120,20,7.24
120,21,14.43
120,22,20.0
120,23,12.63
120,24,12.71
120,25,11.55
120,26,7.34
120,27,9.72
120,28,14.27
120,29,8.76
120,30,9.04
121,1,6.21
121,2,8.85
121,3,13.56
121,4,12.5
121,5,17.94
121,6,7.85
121,7,5.46
121,8,9.29
121,9,15.66
121,10,15.05
121,11,13.57
121,12,15.68
121,13,14.4
121,14,10.98
121,15,12.83
121,16,11.07
121,17,15.74
121,18,15.3
121,19,15.17
121,20,14.82
121,21,10.7
121,22,9.58
121,23,12.63
121,24,9.01
121,25,10.99
121,26,10.75
121,27,12.93
121,28,12.42
121,29,16.11
121,30,13.03
122,1,14.74
122,2,8.31
122,3,14.71
122,4,9.45
122,5,11.52
122,6,17.9
122,7,9.07
122,8,10.07
122,9,17.64
122,10,12.1
122,11,20.0
122,12,10.06
122,13,9.95
122,14,11.54
122,15,14.43
122,16,14.16
122,17,9.81
122,18,18.63
122,19,11.9
122,20,11.7
122,21,9.94
122,22,12.34
122,23,12.89
122,24,12.24
122,25,15.65
122,26,15.09
122,27,10.36
122,28,14.01
122,29,18.97
122,30,14.02
123,1,15.92
123,2,12.29
123,3,13.02
123,4,10.51
123,5,14.57
123,6,14.09
123,7,14.06
123,8,10.27
123,9,9.28
123,10,13.25
123,11,12.38
123,12,13.35
123,13,13.92
123,14,18.66
123,15,10.42
123,16,12.38
123,17,11.64
123,18,12.67
123,19,14.4
123,20,8.6
123,21,8.55
123,22,10.76
123,23,13.56
123,24,12.31
123,25,13.53
123,26,12.8
123,27,9.22
123,28,14.91
123,29,13.41
123,30,13.98
124,1,8.61
124,2,13.17
124,3,13.56
124,4,11.57
124,5,12.38
124,6,11.33
124,7,10.56
124,8,16.08
124,9,12.72
124,10,10.84
124,11,8.22
124,12,10.2
124,13,8.49
124,14,15.94
124,15,14.14
124,16,4.79
124,17,13.84
124,18,18.73
124,19,9.19
124,20,12.56
124,21,12.56
124,22,14.38
124,23,11.04
124,24,7.12
124,25,8.9
124,26,9.82
124,27,10.98
124,28,13.63
124,29,12.33
124,30,7.0
125,1,6.6
125,2,9.05
125,3,9.25
125,4,10.17
125,5,10.75
125,6,20.0
125,7,10.09
125,8,8.97
125,9,14.94
125,10,11.72
125,11,10.9
125,12,12.84
125,13,15.23
125,14,12.11
125,15,14.56
125,16,16.94
125,17,10.67
125,18,12.96
125,19,12.69
125,20,8.77
125,21,12.25
125,22,14.25
125,23,13.17
125,24,13.36
125,25,8.86
125,26,15.24
125,27,12.86
125,28,18.27
125,29,13.26
125,30,12.91
126,1,13.34
126,2,13.03
126,3,9.48
126,4,13.54
126,5,10.7
126,6,12.03
126,7,5.98
126,8,16.61
126,9,14.3
126,10,13.33
126,11,9.72
126,12,6.85
126,13,14.55
126,14,10.5
126,15,12.45
126,16,11.37
126,17,12.94
126,18,11.63
126,19,14.84
126,20,7.0
126,21,8.89
126,22,11.98
126,23,14.21
126,24,11.41
126,25,13.1
126,26,10.96
126,27,12.14
126,28,7.43
126,29,16.65
126,30,12.0
127,1,9.9
127,2,14.12
127,3,5.02
127,4,11.39
127,5,11.82
127,6,8.85
127,7,15.26
127,8,9.27
127,9,11.72
127,10,16.35
127,11,16.23
127,12,13.75
127,13,7.81
127,14,15.35
127,15,7.29
127,16,8.31
127,17,10.83
127,18,11.52
127,19,9.87
127,20,9.57
127,21,7.5
127,22,15.79
127,23,9.01
127,24,8.07
127,25,14.34
127,26,8.69
127,27,7.68
127,28,13.16
127,29,10.49
127,30,15.82
128,1,14.49
128,2,10.34
128,3,13.43
128,4,13.89
128,5,11.31
128,6,11.43
128,7,8.54
128,8,12.67
128,9,9.41
128,10,11.08
128,11,18.22
128,12,13.32
128,13,14.18
128,14,13.91
128,15,12.0
128,16,10.72
128,17,14.25
128,18,13.89
128,19,15.27
128,20,9.29
128,21,12.71
128,22,8.54
128,23,8.54
128,24,9.97
128,25,8.19
128,26,13.17
128,27,9.49
128,28,6.07
128,29,10.02
128,30,9.1
129,1,6.75
129,2,15.45
129,3,10.7
129,4,11.1
129,5,13.79
129,6,8.29
129,7,11.25
129,8,10.67
129,9,8.83
129,10,11.77
129,11,18.62
129,12,13.29
129,13,8.59
129,14,6.71
129,15,15.53
129,16,15.94
129,17,15.54
129,18,16.88
129,19,12.24
129,20,11.26
129,21,10.4
129,22,9.76
129,23,12.34
129,24,4.81
129,25,10.14
129,26,7.1
129,27,17.02
129,28,9.5
129,29,9.16
129,30,10.0
130,1,13.86
130,2,8.92
130,3,13.19
130,4,9.77
130,5,13.55
130,6,16.05
130,7,14.25
130,8,16.32
130,9,13.44
130,10,14.82
130,11,12.22
130,12,8.55
130,13,12.34
130,14,16.69
130,15,12.76
130,16,14.18
130,17,9.47
130,18,10.61
130,19,9.19
130,20,13.82
130,21,17.2
130,22,14.51
130,23,9.58
130,24,15.36
130,25,13.9
130,26,12.08
130,27,19.12
130,28,9.99
130,29,14.23
130,30,15.82
131,1,8.71
131,2,13.25
131,3,12.55
131,4,13.27
131,5,9.91
131,6,12.61
131,7,16.49
131,8,16.17
131,9,13.03
131,10,9.26
131,11,17.59
131,12,11.5
131,13,10.77
131,14,9.04
131,15,11.73
131,16,11.47
131,17,9.81
131,18,12.36
131,19,10.55
131,20,12.99
131,21,16.33
131,22,12.9
131,23,14.06
131,24,11.09
131,25,10.54
131,26,11.51
131,27,8.34
131,28,12.63
131,29,11.75
131,30,9.49
132,1,11.04
132,2,17.51
132,3,12.9
132,4,9.64
132,5,11.85
132,6,8.36
132,7,14.55
132,8,13.99
132,9,15.33
132,10,12.95
132,11,9.59
132,12,14.82
132,13,12.03
132,14,15.48
132,15,17.28
132,16,16.28
132,17,11.63
132,18,13.65
132,19,12.39
132,20,11.61
132,21,10.59
132,22,11.37
132,23,12.77
132,24,15.44
132,25,9.2
132,26,10.03
132,27,8.1
132,28,11.81
132,29,11.95
132,30,9.27
133,1,13.71
133,2,14.64
133,3,12.57
133,4,16.69
133,5,11.65
133,6,9.18
133,7,10.51
133,8,9.77
133,9,14.08
133,10,14.45
133,11,10.31
133,12,11.4
133,13,19.44
133,14,10.19
133,15,11.96
133,16,10.54
133,17,12.53
133,18,6.62
133,19,12.55
133,20,15.62
133,21,5.58
133,22,16.41
133,23,15.42
133,24,11.57
133,25,8.95
133,26,13.18
133,27,18.43
133,28,11.52
133,29,13.14
133,30,14.07
134,1,9.22
134,2,16.49
134,3,11.95
134,4,9.16
134,5,10.36
134,6,15.52
134,7,15.89
134,8,14.47
134,9,8.72
134,10,9.34
134,11,12.53
134,12,11.41
134,13,12.56
134,14,7.98
134,15,12.57
134,16,11.41
134,17,10.86
134,18,7.18
134,19,14.66
134,20,10.23
134,21,11.67
134,22,16.21
134,23,11.87
134,24,12.71
134,25,12.96
134,26,9.92
134,27,14.41
134,28,14.91
134,29,19.19
134,30,10.33
135,1,16.86
135,2,12.95
135,3,5.89
135,4,13.44
135,5,8.91
135,6,11.28
135,7,11.06
135,8,15.69
135,9,12.54
135,10,13.79
135,11,8.24
135,12,11.75
135,13,13.12
135,14,18.46
135,15,19.23
135,16,14.07
135,17,11.41
135,18,11.93
135,19,12.45
135,20,8.86
135,21,10.27
135,22,11.57
135,23,12.05
135,24,10.21
135,25,17.52
135,26,11.84
135,27,9.26
135,28,10.42
135,29,14.7
135,30,13.08
136,1,9.23
136,2,16.17
136,3,11.06
136,4,10.67
136,5,14.04
136,6,9.92
136,7,14.41
136,8,10.05
136,9,12.14
136,10,17.6
136,11,11.89
136,12,18.55
136,13,10.72
136,14,15.59
136,15,17.95
136,16,15.38
136,17,13.0
136,18,10.85
136,19,14.22
136,20,15.68
136,21,14.35
136,22,10.61
136,23,12.85
136,24,12.45
136,25,11.96
136,26,13.38
136,27,10.32
136,28,11.3
136,29,13.35
136,30,6.64
137,1,9.86
137,2,10.59
137,3,11.92
137,4,12.05
137,5,12.51
137,6,12.07
137,7,15.74
137,8,11.97
137,9,14.53
137,10,12.02
137,11,9.58
137,12,6.84
137,13,11.98
137,14,18.43
137,15,11.71
137,16,10.88
137,17,14.48
137,18,16.73
137,19,13.02
137,20,14.29
137,21,8.35
137,22,11.99
137,23,14.58
137,24,13.18
137,25,10.05
137,26,13.18
137,27,15.99
137,28,16.29
137,29,14.55
137,30,15.29
138,1,12.5
138,2,8.25
138,3,8.46
138,4,10.61
138,5,11.74
138,6,11.95
138,7,7.32
138,8,13.32
138,9,9.68
138,10,11.07
138,11,14.09
138,12,12.58
138,13,13.72
138,14,9.81
138,15,11.78
138,16,11.43
138,17,8.52
138,18,8.6
138,19,13.01
138,20,14.87
138,21,15.04
138,22,10.87
138,23,13.89
138,24,11.29
138,25,9.2
138,26,11.82
138,27,9.94
138,28,5.52
138,29,13.52
138,30,10.86
139,1,11.94
139,2,11.57
139,3,11.81
139,4,16.57
139,5,14.76
139,6,14.48
139,7,15.32
139,8,14.5
139,9,13.44
139,10,16.21
139,11,12.12
139,12,12.03
139,13,13.19
139,14,16.78
139,15,15.19
139,16,9.15
139,17,13.69
139,18,7.89
139,19,8.25
139,20,4.98
139,21,14.52
139,22,13.59
139,23,14.92
139,24,13.07
139,25,11.01
139,26,5.13
139,27,10.42
139,28,11.62
139,29,15.31
139,30,8.62
140,1,15.41
140,2,17.04
140,3,13.75
140,4,10.4
140,5,14.88
140,6,7.89
140,7,15.89
140,8,14.02
140,9,11.24
140,10,5.03
140,11,11.82
140,12,14.64
140,13,8.75
140,14,6.67
140,15,11.32
140,16,15.83
140,17,9.85
140,18,12.91
140,19,15.28
140,20,11.21
140,21,13.7
140,22,9.27
140,23,11.24
140,24,9.4
140,25,12.22
140,26,11.1
140,27,16.88
140,28,15.47
140,29,9.52
140,30,14.1
141,1,11.34
141,2,10.84
141,3,8.9
141,4,18.47
141,5,14.56
141,6,11.21
141,7,6.18
141,8,11.28
141,9,9.32
141,10,11.92
141,11,8.19
141,12,9.73
141,13,11.61
141,14,11.63
141,15,11.01
141,16,4.14
141,17,12.48
141,18,10.4
141,19,13.45
141,20,18.09
141,21,13.53
141,22,13.76
141,23,5.5
141,24,18.95
141,25,11.09
141,26,6.72
141,27,17.49
141,28,11.06
141,29,16.76
141,30,9.98
142,1,15.72
142,2,5.42
142,3,16.65
142,4,15.57
142,5,10.61
142,6,14.68
142,7,11.92
142,8,12.01
142,9,13.03
142,10,9.54
142,11,10.96
142,12,10.66
142,13,13.07
142,14,8.72
142,15,15.54
142,16,9.23
142,17,15.46
142,18,10.88
142,19,11.32
142,20,10.99
142,21,12.23
142,22,6.81
142,23,13.44
142,24,13.41
142,25,5.13
142,26,17.98
142,27,8.52
142,28,9.18
142,29,8.25
142,30,13.15
143,1,13.14
143,2,9.83
143,3,9.51
143,4,13.39
143,5,13.85
143,6,10.89
143,7,10.56
143,8,8.82
143,9,12.6
143,10,14.16
143,11,10.37
143,12,7.48
143,13,11.44
143,14,14.06
143,15,13.81
143,16,12.49
143,17,12.7
143,18,12.85
143,19,15.66
143,20,13.91
143,21,15.61
143,22,7.12
143,23,12.16
143,24,7.06
143,25,7.41
143,26,8.05
143,27,16.7
143,28,9.9
143,29,8.35
143,30,8.97
144,1,10.9
144,2,9.59
144,3,11.61
144,4,15.51
144,5,9.67
144,6,14.95
144,7,14.55
144,8,17.17
144,9,12.18
144,10,17.45
144,11,16.66
144,12,11.38
144,13,9.15
144,14,18.48
144,15,4.28
144,16,13.55
144,17,15.8
144,18,9.12
144,19,9.59
144,20,9.58
144,21,9.14
144,22,16.26
144,23,14.31
144,24,18.51
144,25,16.74
144,26,9.7
144,27,9.96
144,28,10.21
144,29,13.41
144,30,8.86
145,1,13.87
145,2,11.14
145,3,11.15
145,4,14.2
145,5,13.02
145,6,14.59
145,7,15.05
145,8,14.46
145,9,11.02
145,10,6.77
145,11,10.03
145,12,14.06
145,13,9.09
145,14,13.74
145,15,16.08
145,16,6.94
145,17,9.63
145,18,15.11
145,19,16.89
145,20,18.06
145,21,13.61
145,22,11.99
145,23,12.02
145,24,16.12
145,25,9.77
145,26,10.33
145,27,8.15
145,28,13.28
145,29,5.77
145,30,7.66
146,1,15.6
146,2,11.95
146,3,5.61
146,4,12.87
146,5,14.55
146,6,8.91
146,7,14.47
146,8,8.11
146,9,13.55
146,10,14.61
146,11,11.93
146,12,12.26
146,13,12.91
146,14,12.03
146,15,8.06
146,16,10.8
146,17,14.76
146,18,9.99
146,19,9.69
146,20,14.98
146,21,7.22
146,22,8.81
146,23,11.88
146,24,18.38
146,25,15.31
146,26,14.13
146,27,12.6
146,28,14.15
146,29,13.82
146,30,11.37
147,1,12.71
147,2,13.53
147,3,15.95
147,4,11.95
147,5,11.31
147,6,11.67
147,7,9.05
147,8,13.06
147,9,8.87
147,10,11.14
147,11,12.4
147,12,7.54
147,13,8.37
147,14,13.08
147,15,12.32
147,16,13.21
147,17,12.74
147,18,11.08
147,19,18.83
147,20,11.54
147,21,9.93
147,22,7.98
147,23,12.89
147,24,9.27
147,25,5.9
147,26,10.93
147,27,12.16
147,28,9.79
147,29,8.71
147,30,11.6
148,1,16.93
148,2,11.91
148,3,15.49
148,4,8.39
148,5,12.27
148,6,6.32
148,7,15.87
148,8,15.12
148,9,17.45
148,10,9.98
148,11,10.78
148,12,6.76
148,13,8.71
148,14,11.03
148,15,9.24
148,16,11.15
148,17,11.48
148,18,10.44
148,19,9.24
148,20,12.64
148,21,6.49
148,22,13.53
148,23,8.37
148,24,9.49
148,25,14.77
148,26,16.26
148,27,11.77
148,28,12.73
148,29,14.63
148,30,9.74
149,1,13.05
149,2,10.56
149,3,14.31
149,4,9.9
149,5,9.6
149,6,13.81
149,7,12.52
149,8,10.1
149,9,15.64
149,10,12.69
149,11,10.17
149,12,9.72
149,13,12.0
149,14,14.06
149,15,8.48
149,16,9.66
149,17,11.86
149,18,10.66
149,19,11.72
149,20,10.13
149,21,14.57
149,22,10.51
149,23,7.22
149,24,13.23
149,25,11.73
149,26,9.75
149,27,8.57
149,28,17.68
149,29,11.95
149,30,10.0
150,1,12.36
150,2,14.25
150,3,9.92
150,4,10.83
150,5,16.17
150,6,16.02
150,7,13.73
150,8,11.25
150,9,7.26
150,10,10.09
150,11,12.16
150,12,13.48
150,13,12.92
150,14,17.04
150,15,10.99
150,16,9.29
150,17,13.66
150,18,15.7
150,19,13.29
150,20,15.47
150,21,11.3
150,22,20.0
150,23,14.35
150,24,9.83
150,25,5.14
150,26,7.78
150,27,9.37
150,28,14.65
150,29,9.87
150,30,13.52
